Date,FY0,FY+1,FY+2,FY+3,FY+4,FY0,FY+1,FY+2,FY+3,FY+4,IQ_PAYOUT_RATIO
42522,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.05698,NA,32.151
42523,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.05698,NA,32.151
42524,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42525,0.55655,0.55917,0.56557,0.60084,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42526,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42527,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42528,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42529,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42530,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42531,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42532,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42533,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42534,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42535,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42536,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42537,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42538,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42539,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42540,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42541,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42542,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42543,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42544,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42545,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42546,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42547,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42548,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42549,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42550,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42551,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42552,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42553,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42554,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42555,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42556,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42557,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42558,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42559,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42560,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42561,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42562,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42563,0.55655,0.55876,0.56683,0.6027,0.67272,11.14592,10.40891,10.12791,10.04865,NA,32.151
42564,0.55655,0.55876,0.56582,0.60141,0.67272,11.14592,10.39016,10.10568,10.02365,NA,32.151
42565,0.55655,0.55876,0.56582,0.60141,0.67272,11.14592,10.39016,10.10568,10.02365,NA,32.151
42566,0.55655,0.55876,0.56582,0.60141,0.67272,11.14592,10.39016,10.10568,10.02365,NA,32.151
42567,0.55655,0.55876,0.56582,0.60141,0.67272,11.14592,10.39016,10.10568,10.02365,NA,32.151
42568,0.55655,0.55876,0.56582,0.60141,0.67272,11.14592,10.39016,10.10568,10.02365,NA,32.151
42569,0.55655,0.5593,0.56605,0.60118,0.61818,11.14592,10.40016,10.10885,10.01873,NA,32.151
42570,0.55655,0.5593,0.56605,0.60118,0.61818,11.14592,10.40016,10.10885,10.01873,NA,32.151
42571,0.55655,0.5593,0.56605,0.60118,0.61818,11.14592,10.40016,10.10885,10.01873,NA,32.151
42572,0.55655,0.5593,0.56605,0.60118,0.61818,11.14592,10.38742,10.09653,10.04106,NA,32.151
42573,0.55655,0.55907,0.56619,0.60117,0.61818,11.14592,10.38823,10.09842,10.0395,NA,32.151
42574,0.55655,0.55907,0.56619,0.60117,0.61818,11.14592,10.38823,10.09842,10.0395,NA,32.151
42575,0.55655,0.55907,0.56619,0.60117,0.61818,11.14592,10.39635,10.10508,10.04533,NA,32.151
42576,0.55655,0.55907,0.56619,0.60117,0.61818,11.14592,10.39635,10.10508,10.04533,NA,32.151
42577,0.55655,0.55907,0.56619,0.60117,0.61818,11.14592,10.39635,10.10508,10.04533,NA,32.151
42578,0.55655,0.55907,0.56619,0.60117,0.61818,11.14592,10.39635,10.10508,10.04533,NA,32.151
42579,0.55655,0.55907,0.56619,0.60117,0.61818,11.14592,10.3848,10.11008,10.07261,NA,32.151
42580,0.55655,0.55799,0.5661,0.60105,0.61818,11.14592,10.36598,10.1096,10.072,NA,32.151
42581,0.55655,0.55799,0.5661,0.60105,0.61818,11.14592,10.36598,10.1096,10.072,NA,32.151
42582,0.55655,0.55799,0.5661,0.60105,0.61818,11.14592,10.34833,10.11487,10.16133,NA,32.151
42583,0.55655,0.55799,0.5661,0.60105,0.61818,11.14592,10.34833,10.11487,10.16133,NA,32.151
42584,0.55655,0.55799,0.5661,0.60105,0.61818,11.14592,10.34833,10.11487,10.16133,NA,32.151
42585,0.55655,0.55799,0.5661,0.59734,0.61818,11.14592,10.34169,10.12071,10.10453,NA,32.151
42586,0.55655,0.554,0.56108,0.58993,0.61818,11.14592,10.34169,10.12071,10.10453,NA,32.151
42587,0.55655,0.554,0.56108,0.58993,0.61818,11.14592,10.34169,10.12071,10.10453,NA,32.151
42588,0.55655,0.554,0.56108,0.58993,0.61818,11.14592,10.34169,10.12071,10.10453,NA,32.151
42589,0.55655,0.554,0.56108,0.58993,0.61818,11.14592,10.27355,10.12045,10.1033,NA,32.151
42590,0.55655,0.55437,0.55643,0.57806,0.61818,11.14592,10.20985,9.98173,9.81648,NA,32.151
42591,0.55655,0.54943,0.5516,0.57166,0.61818,11.14592,10.24517,9.96535,9.6957,NA,32.151
42592,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.23191,9.925,9.71198,NA,32.151
42593,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.23174,9.925,9.71198,NA,32.151
42594,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.23174,9.925,9.71198,NA,32.151
42595,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.23174,9.925,9.71198,NA,32.151
42596,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.23174,9.925,9.71198,NA,32.151
42597,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.23174,9.925,9.71198,NA,32.151
42598,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.19424,9.9,9.71198,NA,32.151
42599,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.16969,9.89805,9.75362,NA,32.151
42600,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.16969,9.89805,9.75362,NA,32.151
42601,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.16969,9.89805,9.75362,NA,32.151
42602,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.16969,9.89805,9.75362,NA,32.151
42603,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.16969,9.89805,9.75362,NA,32.151
42604,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.19916,9.86805,9.75362,NA,32.151
42605,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.19916,9.86805,9.75362,NA,32.151
42606,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.19916,9.86805,9.75362,NA,32.151
42607,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.19916,9.86805,9.75362,NA,32.151
42608,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.19916,9.86805,9.75362,NA,32.151
42609,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.19916,9.86805,9.75362,NA,32.151
42610,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.19916,9.86805,9.75362,NA,32.151
42611,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.19916,9.86805,9.75362,NA,32.151
42612,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.19916,9.86805,9.75362,NA,32.151
42613,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.19916,9.86805,9.75362,NA,32.151
42614,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.20043,9.87,9.75484,9.5,32.151
42615,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.20043,9.87,9.75484,9.5,32.151
42616,0.55655,0.54935,0.55152,0.56845,0.61818,11.14592,10.20043,9.87,9.75484,9.5,32.151
42617,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.87,9.75484,9.5,32.151
42618,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.87,9.75484,9.5,32.151
42619,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.87,9.75484,9.5,32.151
42620,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.87,9.75484,9.5,32.151
42621,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.845,9.73341,9.5,32.151
42622,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.845,9.73341,9.5,32.151
42623,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.845,9.73341,9.5,32.151
42624,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.845,9.73341,9.5,32.151
42625,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.845,9.73341,9.5,32.151
42626,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.845,9.73341,9.5,32.151
42627,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.845,9.73341,9.5,32.151
42628,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.845,9.73341,9.5,32.151
42629,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.845,9.73341,9.5,32.151
42630,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.845,9.73341,9.5,32.151
42631,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.845,9.73341,9.5,32.151
42632,0.55655,0.54914,0.55121,0.56845,0.61818,11.14592,10.19976,9.845,9.73341,9.5,32.151
42633,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.73341,9.5,32.151
42634,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.73341,9.5,32.151
42635,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.73341,9.5,32.151
42636,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.73341,9.5,32.151
42637,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.73341,9.5,32.151
42638,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.73341,9.5,32.151
42639,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.73341,9.5,32.151
42640,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.73341,9.5,32.151
42641,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.73341,9.5,32.151
42642,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.73341,9.5,32.151
42643,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.72627,9.5,32.151
42644,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.72627,9.5,32.151
42645,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.72627,9.5,32.151
42646,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.72627,9.5,32.151
42647,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.72627,9.5,32.151
42648,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.72627,9.5,32.151
42649,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.2053,9.83685,9.72627,9.5,32.151
42650,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.20716,9.83107,9.71854,9.5,32.151
42651,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.20716,9.83107,9.71854,9.5,32.151
42652,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.20716,9.83107,9.71854,9.5,32.151
42653,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.22065,9.83003,9.71691,9.5,32.151
42654,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.22065,9.83003,9.71691,9.5,32.151
42655,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.22065,9.83003,9.71691,9.5,32.151
42656,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.22065,9.83003,9.72405,9.5,32.151
42657,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.22065,9.83003,9.72405,9.5,32.151
42658,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.22065,9.83003,9.72405,9.5,32.151
42659,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.22065,9.83003,9.72405,9.5,32.151
42660,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.22065,9.83003,9.72405,9.5,32.151
42661,0.55655,0.54914,0.55152,0.56845,0.61818,11.14592,10.22065,9.83003,9.72405,9.5,32.151
42662,0.55655,0.54914,0.5496,0.56845,0.61818,11.14592,10.20798,9.73792,9.66834,9.5,32.151
42663,0.55655,0.54914,0.5496,0.56845,0.61818,11.14592,10.20798,9.73792,9.66834,9.5,32.151
42664,0.55655,0.54914,0.5496,0.56845,0.61818,11.14592,10.20798,9.73792,9.66834,9.5,32.151
42665,0.55655,0.54914,0.5496,0.56845,0.61818,11.14592,10.20798,9.73792,9.66834,9.5,32.151
42666,0.55655,0.54914,0.5496,0.56845,0.61818,11.14592,10.20798,9.73792,9.66834,9.5,32.151
42667,0.55655,0.54914,0.5496,0.56845,0.61818,11.14592,10.20798,9.73792,9.66834,9.5,32.151
42668,0.55655,0.55,0.54917,0.56845,0.61818,11.14592,10.2096,9.73885,9.66834,9.5,32.151
42669,0.55655,0.55,0.54917,0.56845,0.61818,11.14592,10.2096,9.73885,9.66834,9.5,32.151
42670,0.55655,0.55,0.54917,0.56845,0.61818,11.14592,10.2096,9.73885,9.66834,9.5,32.151
42671,0.55655,0.55,0.54917,0.56845,0.61818,11.14592,10.2096,9.73885,9.66834,9.5,32.151
42672,0.55655,0.55,0.54917,0.56845,0.61818,11.14592,10.2096,9.73885,9.66834,9.5,32.151
42673,0.55655,0.55,0.54917,0.56845,0.61818,11.14592,10.23235,9.73885,9.66119,9.5,32.151
42674,0.55655,0.55101,0.55252,0.57186,0.61818,11.14592,10.34038,9.77374,9.62524,9.5,32.151
42675,0.55655,0.55101,0.55252,0.57186,0.60909,11.14592,10.2559,9.80095,9.66324,NA,32.151
42676,0.55655,0.55101,0.55252,0.57186,0.60909,11.14592,10.24832,9.82322,9.68349,NA,32.151
42677,0.55655,0.55,0.553,0.57201,0.60909,11.14592,10.25496,9.82322,9.68153,NA,32.151
42678,0.55655,0.55,0.553,0.57201,0.60909,11.14592,10.25496,9.82322,9.68153,NA,32.151
42679,0.55655,0.55,0.553,0.57201,0.60909,11.14592,10.25496,9.82322,9.68153,NA,32.151
42680,0.55655,0.55,0.553,0.57769,0.60909,11.14592,10.26496,9.816,9.70999,NA,32.151
42681,0.55655,0.55,0.553,0.57769,0.60909,11.14592,10.26496,9.816,9.70999,NA,32.151
42682,0.55655,0.55,0.553,0.57769,0.60909,11.14592,10.27085,9.82128,9.71876,NA,32.151
42683,0.55655,0.55,0.553,0.57769,0.60909,11.14592,10.27085,9.82128,9.71876,NA,32.151
42684,0.55655,0.55,0.553,0.57769,0.60909,11.14592,10.27085,9.82128,9.71876,NA,32.151
42685,0.55655,0.55,0.553,0.57769,0.60909,11.14592,10.27085,9.82128,9.71876,NA,32.151
42686,0.55655,0.55,0.553,0.57769,0.60909,11.14592,10.27085,9.82128,9.71876,NA,32.151
42687,0.55655,0.55,0.553,0.57769,0.60909,11.14592,10.27085,9.82128,9.71876,NA,32.151
42688,0.55655,0.55,0.55491,0.58053,0.60909,11.14592,10.27085,9.82128,9.71876,NA,32.151
42689,0.55655,0.55,0.55491,0.58053,0.60909,11.14592,10.27085,9.82128,9.71876,NA,32.151
42690,0.55655,0.55,0.55491,0.58053,0.60909,11.14592,10.27085,9.82128,9.71876,NA,32.151
42691,0.55655,0.55,0.55491,0.58167,0.60909,11.14592,10.27085,9.82128,9.71876,NA,32.151
42692,0.55655,0.55,0.55491,0.58167,0.60909,11.14592,10.27085,9.82128,9.71876,NA,32.151
42693,0.55655,0.55,0.55491,0.58167,0.60909,11.14592,10.27085,9.82128,9.71876,NA,32.151
42694,0.55655,0.55,0.55491,0.58167,0.60909,11.14592,10.27085,9.82128,9.71876,NA,32.151
42695,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.26673,9.83012,9.74299,NA,32.151
42696,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.26673,9.83012,9.74299,NA,32.151
42697,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.26673,9.83012,9.74299,NA,32.151
42698,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.2748,9.88511,9.8243,NA,32.151
42699,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.2748,9.88511,9.8243,NA,32.151
42700,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.2748,9.88511,9.8243,NA,32.151
42701,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.2748,9.88511,9.8243,NA,32.151
42702,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.2748,9.88511,9.8243,NA,32.151
42703,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.2748,9.89066,9.81799,NA,32.151
42704,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.2748,9.89066,9.8243,NA,32.151
42705,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.2748,9.89066,9.8243,NA,32.151
42706,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.2748,9.89066,9.8243,NA,32.151
42707,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.2748,9.89066,9.8243,NA,32.151
42708,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.28006,9.90733,9.87045,NA,32.151
42709,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.28006,9.90733,9.87045,NA,32.151
42710,0.55655,0.55026,0.55544,0.58408,0.60909,11.14592,10.28006,9.90733,9.87045,NA,32.151
42711,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.87241,NA,32.151
42712,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.87241,NA,32.151
42713,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.87241,NA,32.151
42714,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.87241,NA,32.151
42715,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.87241,NA,32.151
42716,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.87241,NA,32.151
42717,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.87241,NA,32.151
42718,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.87241,NA,32.151
42719,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42720,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42721,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42722,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42723,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42724,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42725,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42726,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42727,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42728,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42729,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42730,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42731,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42732,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42733,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42734,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42735,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42736,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42737,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42738,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42739,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.90635,9.8878,NA,32.151
42740,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.9134,9.96178,NA,32.151
42741,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.9134,9.96178,NA,32.151
42742,0.55655,0.55042,0.55539,0.58393,0.60909,11.14592,10.27845,9.9134,9.96178,NA,32.151
42743,0.55655,0.55015,0.55487,0.58266,0.60909,11.14592,10.27953,9.92848,9.98011,NA,32.151
42744,0.55655,0.55015,0.55487,0.58266,0.60909,11.14592,10.27953,9.95585,10.06703,NA,32.151
42745,0.55655,0.55015,0.55487,0.58266,0.60909,11.14592,10.27953,9.95585,10.1551,NA,32.151
42746,0.55655,0.55015,0.55487,0.58266,0.60909,11.14592,10.27953,9.95585,10.1551,NA,32.151
42747,0.55655,0.55015,0.55487,0.58266,0.60909,11.14592,10.27953,9.95585,10.1551,NA,32.151
42748,0.55655,0.55015,0.55487,0.58266,0.60909,11.14592,10.27953,9.95585,10.1551,NA,32.151
42749,0.55655,0.55015,0.55487,0.58266,0.60909,11.14592,10.27953,9.95585,10.1551,NA,32.151
42750,0.55655,0.55015,0.55487,0.58266,0.60909,11.14592,10.27953,9.95585,10.1551,NA,32.151
42751,0.55655,0.55015,0.55487,0.58047,0.60909,11.14592,10.28953,10.02427,10.16476,NA,32.151
42752,0.55655,0.55015,0.55487,0.58047,0.60909,11.14592,10.28953,10.02427,10.16476,NA,32.151
42753,0.55655,0.55015,0.55487,0.58047,0.60909,11.14592,10.28953,10.02427,10.16476,NA,32.151
42754,0.55655,0.55015,0.55487,0.58047,0.60909,11.14592,10.28953,10.00322,10.17109,NA,32.151
42755,0.55655,0.55015,0.55487,0.58047,0.60909,11.14592,10.28953,10.00322,10.17109,NA,32.151
42756,0.55655,0.55015,0.55487,0.58047,0.60909,11.14592,10.28953,10.00322,10.17109,NA,32.151
42757,0.55655,0.55015,0.55487,0.58047,0.60909,11.14592,10.29081,10.00322,10.17109,NA,32.151
42758,0.55655,0.55015,0.55487,0.58047,0.60909,11.14592,10.29081,10.00322,10.17109,NA,32.151
42759,0.55655,0.55015,0.55487,0.58047,0.60909,11.14592,10.27231,10.00532,10.17242,NA,32.151
42760,0.55655,0.55015,0.55487,0.58047,0.60909,11.14592,10.27231,10.00532,10.17242,NA,32.151
42761,0.55655,0.55015,0.55487,0.58047,0.60909,11.14592,10.27231,10.00532,10.17242,NA,32.151
42762,0.55655,0.5499,0.55439,0.57852,0.60909,11.14592,10.27534,10.02016,10.20496,NA,32.151
42763,0.55655,0.5499,0.55439,0.57852,0.60909,11.14592,10.27534,10.02016,10.20496,NA,32.151
42764,0.55655,0.55086,0.55439,0.57852,0.60909,11.14592,10.28011,10.02516,10.21121,NA,32.151
42765,0.55655,0.55086,0.55439,0.57852,0.60909,11.14592,10.28011,10.02516,10.21121,NA,32.151
42766,0.55655,0.55086,0.55439,0.57852,0.60909,11.14592,10.28011,10.02516,10.21121,NA,32.151
42767,0.55655,0.55086,0.55439,0.57852,0.60909,11.14592,10.28011,10.02516,10.15172,NA,32.151
42768,0.55655,0.55086,0.55439,0.57852,0.60909,11.14592,10.28011,10.02016,10.13996,NA,32.151
42769,0.55655,0.55086,0.55439,0.57852,0.60909,11.14592,10.28011,10.02016,10.13996,NA,32.151
42770,0.55655,0.55086,0.55439,0.57852,0.60909,11.14592,10.28011,10.02016,10.13996,NA,32.151
42771,0.55655,0.55086,0.55439,0.57852,0.60909,11.14592,10.28011,10.02016,10.13996,NA,32.151
42772,0.55655,0.55086,0.55439,0.57852,0.60909,11.14592,10.28011,10.02516,10.15172,NA,32.151
42773,0.55655,0.55086,0.55439,0.57852,0.60909,11.14592,10.28011,10.02516,10.15172,NA,32.151
42774,0.55655,0.55086,0.55439,0.57852,0.60909,11.14592,10.28011,10.02516,10.15172,NA,32.151
